Date,Close,High,Low,Open,Volume,Ticker
2019-01-02,37.46920394897461,37.6898641400753,36.59368814570471,36.75028523353009,148158800,AAPL
2019-01-03,33.73698806762695,34.574540108213995,33.69190676803851,34.16169431348471,365248800,AAPL
2019-01-04,35.17719650268555,35.24600594521999,34.11898793915867,34.292191797955375,234428400,AAPL
2019-01-07,35.098899841308594,35.312442278685964,34.61724819958452,35.281596415192155,219111200,AAPL
2019-01-08,35.768009185791016,36.021886677011715,35.23890465732075,35.48566080598781,164101200,AAPL
2019-01-09,36.37541961669922,36.66488577704535,35.50227840021226,35.89613904655761,180396400,AAPL
2019-01-10,36.491661071777344,36.531996022628334,35.79409559379819,36.18321328363876,143122800,AAPL
2019-01-11,36.13339614868164,36.46794354601697,35.94832814598715,36.273386454644076,108092800,AAPL
2019-01-14,35.590049743652344,35.891379845195914,35.404981774617916,35.79172814036254,129756800,AAPL
2019-01-15,36.3184700012207,36.39439357653171,35.601922478356784,35.654121520311584,114843600,AAPL
2019-01-16,36.762142181396484,36.985173695900976,36.30184371450958,36.32082550514894,122278800,AAPL
2019-01-17,36.980430603027344,37.407511879044904,36.363535024290115,36.58656655845522,119284800,AAPL
2019-01-18,37.20820999145508,37.45971241403209,37.00890297433515,37.369549802011335,135004000,AAPL
2019-01-22,36.37303161621094,37.186855683764556,36.21168817452131,37.11093212681015,121576000,AAPL
2019-01-23,36.520137786865234,36.80960382903162,35.99340473442524,36.57470818551413,92522400,AAPL
2019-01-24,36.23067092895508,36.65300590810053,36.00289663164888,36.565218274806185,101766000,AAPL
2019-01-25,37.43124771118164,37.51903897969798,36.61505211762605,36.89027913828178,134142000,AAPL
2019-01-28,37.08483123779297,37.09194895785594,36.4584465294026,36.96382275590851,104768400,AAPL
2019-01-29,36.7004508972168,37.519024789086224,36.565210615346906,37.07296175472334,166348800,AAPL
2019-01-30,39.2083625793457,39.42190138123713,38.01728150422006,38.73382869033698,244439200,AAPL
2019-01-31,39.490718841552734,40.09812176355808,39.044655736776996,39.41242029951825,162958400,AAPL
2019-02-01,39.50969314575195,40.0933678096817,39.369702895096495,39.6140911820077,130672400,AAPL
2019-02-04,40.63198471069336,40.72926507583296,39.69003417696464,39.720880053815755,125982000,AAPL
2019-02-05,41.32716369628906,41.54070616529914,40.89296827882337,41.013973143644144,144406400,AAPL
2019-02-06,41.341407775878906,41.65697335385666,41.011606755653766,41.43868450470518,112958400,AAPL
2019-02-07,40.55842208862305,41.27022309791329,40.41606043860214,40.904829885716296,126966800,AAPL
2019-02-08,40.606075286865234,40.66564643059835,40.13188767381337,40.26771162677322,95280000,AAPL
2019-02-11,40.37255859375,40.79670853270349,40.32966911040256,40.75858212354943,83973600,AAPL
2019-02-12,40.720455169677734,40.7466666211287,40.436895913781186,40.53221193539128,89134000,AAPL
2019-02-13,40.55126953125,41.099324812062115,40.48931684716783,40.83959548318567,89960800,AAPL
2019-02-14,40.699012756347656,40.80862164255103,40.36064904112932,40.43928339998026,87342800,AAPL
2019-02-15,40.60845947265625,40.91346345759115,40.44880923334926,40.80623611906368,98507200,AAPL
2019-02-19,40.72998046875,40.851507928428646,40.38685373654159,40.4392766336708,75891200,AAPL
2019-02-20,40.992095947265625,41.29948509114437,40.7442815842349,40.791937772979175,104457600,AAPL
2019-02-21,40.760963439941406,41.07311568683924,40.57986845134195,40.93729535437326,68998800,AAPL
2019-02-22,41.2160758972168,41.22322414232056,40.837204362983655,40.884860542319885,75652800,AAPL
2019-02-25,41.516326904296875,41.90711352229098,41.449607503854075,41.499648872153486,87493600,AAPL
2019-02-26,41.5401611328125,41.7712975211783,41.26375008174526,41.39242582162674,68280800,AAPL
2019-02-27,41.6688232421875,41.69980140101289,41.158894387635335,41.273273603636405,111341600,AAPL
2019-02-28,41.25898742675781,41.67837075537811,41.204182973016884,41.53778367859534,112861600,AAPL
2019-03-01,41.692665100097656,41.73555459143596,41.19703259655572,41.52824811143048,103544800,AAPL
2019-03-04,41.902347564697266,42.35508684168328,41.45437136174755,41.86422115680062,109744800,AAPL
2019-03-05,41.82608413696289,41.93807815928566,41.59018113838086,41.923781668935256,78949600,AAPL
2019-03-06,41.585426330566406,41.81656266632499,41.447220836488704,41.62116756354591,83241600,AAPL
2019-03-07,41.10409927368164,41.566372044364236,40.98972366767753,41.4305480580372,99185600,AAPL
2019-03-08,41.2017936706543,41.23992008169563,40.3892422605175,40.584637390153304,95997600,AAPL
2019-03-11,42.629119873046875,42.68154278377652,41.78321232504616,41.8165720286073,128044000,AAPL
2019-03-12,43.108070373535156,43.527449985065225,42.74111003200352,42.89123050226052,129870400,AAPL
2019-03-13,43.2987060546875,43.677577781717716,43.11045914200576,43.427378167966246,124130000,AAPL
2019-03-14,43.780029296875,43.86819707283481,43.50123674636694,43.82053724326323,94318000,AAPL
2019-03-15,44.34953689575195,44.63786291557036,43.78242191395929,44.04691801494026,156171600,AAPL
2019-03-18,44.80227279663086,44.89043693766361,44.2708955054987,44.27328067856524,104879200,AAPL
2019-03-19,44.447227478027344,45.03340921139079,44.30187372223758,44.88090720826174,126585600,AAPL
2019-03-20,44.835636138916016,45.15255512807773,44.01831798035479,44.37574491965877,124140800,AAPL
2019-03-21,46.486934661865234,46.78240882980378,45.22879245634288,45.27883381453322,204136800,AAPL
2019-03-22,45.52426528930664,47.10647460051664,45.459927440929704,46.546504437841726,169630800,AAPL
2019-03-25,44.97384262084961,45.745882499269285,44.46391365530103,45.633888431682614,175381200,AAPL
2019-03-26,44.50917434692383,45.96033017793337,43.98256747013785,45.66962270436676,199202000,AAPL
2019-03-27,44.90949630737305,45.216881824139065,44.45199033761694,44.97621570071659,119393600,AAPL
2019-03-28,44.96906280517578,45.16922096451442,44.68550359481245,45.0238672363422,83121600,AAPL
2019-03-29,45.26215744018555,45.2931356005877,44.926175293457625,45.23356445269698,94256000,AAPL
2019-04-01,45.56954574584961,45.67438790998863,44.8880516813076,45.66485812631572,111448000,AAPL
2019-04-02,46.231971740722656,46.336817529759834,45.524266300655576,45.53379608332538,91062800,AAPL
2019-04-03,46.548892974853516,46.822918780518556,46.024664003423624,46.04849391519191,93087200,AAPL
2019-04-04,46.629913330078125,46.791945110655476,46.02228688104425,46.41545501139502,76457200,AAPL
2019-04-05,46.94205856323242,46.96588847372943,46.687092337463056,46.811001327366576,74106400,AAPL
2019-04-08,47.68075180053711,47.71172632732698,46.78479934209682,46.80386254716306,103526800,AAPL
2019-04-09,47.53778076171875,48.336035677504945,47.47344289751336,47.73317589155191,143072800,AAPL
2019-04-10,47.80465316772461,47.833249790891394,47.22323818776864,47.34238048248308,86781200,AAPL
2019-04-11,47.40671157836914,47.895195644215804,47.285187764028926,47.85945441527274,83603200,AAPL
