Date,Close,High,Low,Open,Volume,Ticker,return_1d,return_5d,return_10d,return_20d,price_vs_ma20,price_vs_ma50,rsi_14,macd,macd_signal,macd_hist,bb_width,atr_14,volume_ratio,volume_trend,price_volume_signal,market_return_1d,day_of_week,month,quarter,target
2019-07-19,154.48194885253906,158.414222055195,154.02859807969406,157.41882634895038,5218800,CRM,-0.007785900095976239,-0.008413587734103056,0.0140379972944642,-0.002862547771917634,0.011841897380470368,0.0139881691523287,52.73834022299348,1.0681767430252194,0.6811635928467331,0.38701315017848625,0.07937739549261683,0.020558892623259016,0.9334704646067165,0.20027598896044152,-0.007267907779972418,-0.008404436502550816,4,7,3,2.0
2019-07-22,155.418212890625,156.74868556063203,154.87616791254777,155.368933340253,2909500,CRM,0.006060669515372652,-0.01221439962387394,0.03200072302447943,0.005483149758774619,0.017691862743895115,0.019950193206362155,54.65569600269815,1.0730058586402151,0.7595320460054296,0.3134738126347856,0.08019328562327269,0.020017164968271352,0.5540975988786642,-0.1926353470044676,0.0033582024260651036,0.004292422940637175,0,7,3,1.0
2019-07-23,153.98919677734375,156.15736166036726,153.0332306407094,155.6941609534204,4865800,CRM,-0.009194650271052263,-0.005600338645292746,0.014939933325850863,0.02418722592879874,0.007135403836249221,0.01105469624094213,51.23891510845823,0.9505657794028934,0.7977387926849224,0.15282698671797101,0.0791029774424317,0.020208999822252535,0.9402039704285389,-0.29614789313043355,-0.008644846691545178,0.005731976221521817,1,7,3,1.0
2019-07-24,157.4385528564453,157.93131828009615,153.447149917272,153.72309735147587,4110500,CRM,0.022399987475024474,0.009542516338702178,0.02226911221179395,0.06970676791974406,0.026252176904554947,0.032820135054755006,58.05516870063729,1.1189665922432255,0.8619843525965831,0.25698223964664235,0.07500374560819713,0.020388792507752357,0.8200236999916212,-0.012017786323759161,0.01836852060903554,0.008131378920976729,2,7,3,0.0
2019-07-25,157.0443572998047,158.79860112523338,156.37418845792843,157.80320527688892,6934500,CRM,-0.002503805767320899,0.008672060267516102,0.0028322150109831856,0.0691763078453842,0.020303759897928098,0.030063669039373853,57.073277047125494,1.2067069955941463,0.9309288811960957,0.27577811439805056,0.06649088871053083,0.02008266929726371,1.3685234668866462,0.8621106337271751,-0.0034265169491047762,-0.011792465622742632,3,7,3,0.0
2019-07-26,157.6553497314453,158.49305685466234,156.43328623077696,157.25127852904626,4979100,CRM,0.0038905723334854425,0.02054221158185565,0.011955790148356016,0.06158335685363414,0.02123927617813859,0.033415218453049844,58.251882282138666,1.3104379671755453,1.0068306983919857,0.3036072687835596,0.061161556810847326,0.019509137813105825,1.0009337706341699,-0.04593009887330424,0.003894205235680565,0.010943290199980405,4,7,3,0.0
2019-07-29,153.9497528076172,158.8675412339476,153.26973423821963,158.0791136891678,8880500,CRM,-0.02350441599438491,-0.009448442725571882,-0.021547435294172357,0.029526123639246116,-0.004188369927069169,0.009421446657221777,49.39413916531317,1.0811717319875243,1.0216989051110934,0.05947282687643085,0.054025883518522014,0.021148907098364242,1.7510080545778988,2.0522426533768687,-0.04115642172431757,-0.0049589569013448135,0,7,3,0.0
2019-07-30,154.6889190673828,155.93068244630902,152.38276559508213,153.09234896532752,4241600,CRM,0.004801347493485819,0.004543969997134356,-0.0010818164189363433,0.018823889078496192,-0.00033117867511078813,0.013954835483706463,50.994887823777425,0.9481909732091367,1.0069973187307022,-0.058806345521565495,0.051423283801936434,0.02118270396533318,0.8551768076436871,-0.12828311891158695,0.004106001021867221,-0.005129563469481568,1,7,3,0.0
2019-07-31,152.26451110839844,155.6054599739168,150.0963463202815,155.11269456579902,7454200,CRM,-0.01567279656229481,-0.03286388025152032,-0.023634968027071435,0.0024656772681213024,-0.016117847363038784,-0.0017457932059860015,45.86984124889035,0.6397981087975779,0.9335574767440774,-0.2937593679464995,0.050762741994527835,0.02256721254096835,1.4628110769544753,0.8134533511738231,-0.02292634041817887,-0.012521188306048875,2,7,3,0.0
2019-08-01,148.6278839111328,155.4970341601979,148.23367764248843,152.49116248826755,26124700,CRM,-0.023883616548551312,-0.05359296910365552,-0.04538567029412144,-0.030722020011724305,-0.03815257473008293,-0.02496150097868044,39.463062508679954,0.10078730631377653,0.7670034426580172,-0.6662161363442407,0.0611504309781416,0.02495867423646225,4.208387230841349,2.767351647559305,-0.10051150690923447,-0.011488381619114075,3,8,3,0.0
2019-08-02,143.59182739257812,147.73105353858543,143.2074710012633,147.632509486303,13138900,CRM,-0.03388365888036082,-0.08920421896766206,-0.07049445932583431,-0.05744606306066102,-0.06810456089690986,-0.05654274385409097,32.659990871383116,-0.7243998800903171,0.4687227781083504,-1.1931226581986674,0.08659078238493612,0.026685077747750145,1.9705384339656882,1.6388102267478057,-0.0667690521071338,-0.009519331259027741,4,8,3,1.0
